feature,activation_frequency
1161,0.09198927134275436
1162,0.0
1163,0.0
1164,0.001533154514618218
1165,0.001533154514618218
1166,0.00019164431432727724
1167,0.0
1168,0.005366040859371424
1169,0.0003832886286545545
1170,0.0003832886286545545
1171,0.0
1172,0.0
1173,0.21617478132247925
1174,0.001149865798652172
1175,0.0003832886286545545
1176,0.0
1177,0.0003832886286545545
1178,0.00019164431432727724
1179,0.0003832886286545545
1180,0.00019164431432727724
1181,0.000766577257309109
1182,0.0
1183,0.04752779006958008
1184,0.004024530295282602
1185,0.000574932899326086
1186,0.03775392845273018
1187,0.00019164431432727724
1188,0.001149865798652172
1189,0.08259869366884232
1190,0.0
1191,0.00172479881439358
1192,0.00479110749438405
1193,0.0
1194,0.0
1195,0.00019164431432727724
1196,0.000766577257309109
1197,0.00019164431432727724
1198,0.00019164431432727724
1199,0.00019164431432727724
1200,0.006132618058472872
1201,0.0003832886286545545
1202,0.000766577257309109
1203,0.0
1204,0.000574932899326086
1205,0.000574932899326086
1206,0.0
1207,0.0
1208,0.016289766877889633
1209,0.000958221557084471
1210,0.0
1211,0.00019164431432727724
1212,0.00019164431432727724
1213,0.000574932899326086
1214,0.000958221557084471
1215,0.0
1216,0.0
1217,0.0488692969083786
1218,0.00019164431432727724
1219,0.00019164431432727724
1220,0.0
1221,0.0
1222,0.0
1223,0.000766577257309109
1224,0.0
1225,0.0
1226,0.04082023724913597
1227,0.0003832886286545545
1228,0.0003832886286545545
1229,0.0
1230,0.0003832886286545545
1231,0.000766577257309109
1232,0.010732081718742847
1233,0.0003832886286545545
1234,0.0
1235,0.000574932899326086
1236,0.0
1237,0.0
1238,0.004407818894833326
1239,0.0
1240,0.0
1241,0.000958221557084471
1242,0.0
1243,0.00019164431432727724
1244,0.0
1245,0.00344959762878716
1246,0.0003832886286545545
1247,0.001916443114168942
1248,0.00344959762878716
1249,0.000766577257309109
1250,0.0003832886286545545
1251,0.000958221557084471
1252,0.0
1253,0.00019164431432727724
1254,0.0
1255,0.0
1256,0.086431585252285
1257,0.0
1258,0.0
1259,0.0003832886286545545
1260,0.0
1261,0.000766577257309109
1262,0.0
1263,0.001149865798652172
1264,0.002874664729461074
1265,0.00019164431432727724
1266,0.00019164431432727724
1267,0.12092755734920502
1268,0.0003832886286545545
1269,0.000766577257309109
1270,0.003257953329011798
1271,0.0
1272,0.004024530295282602
1273,0.0
1274,0.01820620894432068
1275,0.0095822149887681
1276,0.0
1277,0.0
1278,0.000574932899326086
1279,0.0
